userId
30012663
30034352
2765
30048999
30050904
30010565
30009074
80068
30019955
30001908
30009456
70427
30007161
3421
30002683
30010989
30030188
30043196
70751
80041
30007697
30012598
30049438
30013110
30001928
30088963
30009444
30017550
30041534
30049705
30014085
30045560
30005949
30011881
30025073
30025389
30040792
30021476
30040836
30004746
30005587
30047146
30012355
30018559
30036416
30024274
30010588
30040902
30036739
30013727
30012342
30050428
30039716
30015140
30037458
30054543
80016
30009081
30056031
30055396
30012650
1075
30043950
3410
30024346
30034001
80098
30012608
70737
30045477
30007533
30035107
30055932
30035114
80088
30048299
30019951
30021986
30006871
30018705
30024343
30037442
30005820
30043221
30006139
30042313
30036861
30056032
3206
30005076
30005594
30038357
30002678
30044800
30007163
30004393
30041193
30034862
30006212
30003207
30007599
30003341
30006502
30023585
30001486
30046178
30033526
30007996
30005942
30038114
30046372
30035397
30038255
30047098
30000341
80109
30025757
